RegionID,SizeRank,Neighborhood,RegionType,StateName,State,City,Metro,CountyName,Transportation,Safety,Income(k),Year
193182,128,Bath Beach,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,4,6,69,2019
275620,212,Sunnyside,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,6,6,69,2019
403215,126,Gravesend,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,5,5,64,2019
57348,229,Kew Gardens Hills,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,6,6,64,2019
343220,364,Kingsbridge,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Bronx County,6,6,69,2019
21970,464,Howard Beach,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,6,6,66,2019
37309,192,Bayside,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,6,6,64,2019
193476,404,Brighton Beach,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,7,7,69,2019
270835,405,Financial District,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County,7,7,66,2019
403221,350,Prospect Lefferts Gardens,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,6,6,69,2019
270797,427,Auburndale,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,5,5,69,2019
270886,121,Midwood,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,6,6,64,2019
274117,113,Jackson Heights,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,6,6,64,2019
276128,135,Richmond Hill,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,6,6,64,2019
273653,542,Eltingville,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,5,5,69,2019
343210,310,Throggs Neck,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Bronx County,5,5,69,2019
44302,387,Briarwood,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,6,6,64,2019
270951,665,Tribeca,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County,5,5,64,2019
276060,279,Whitestone,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,5,5,64,2019
273757,95,Forest Hills,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,6,6,69,2019
270846,690,Gowanus,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,6,6,66,2019
196538,87,Murray Hill,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,6,6,64,2019
343213,175,University Heights,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Bronx County,6,6,69,2019
270946,609,Sutton Place,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County,5,5,66,2019
275173,101,Ridgewood,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,5,5,69,2019
49994,254,Woodhaven,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,5,5,69,2019
275115,168,Queens Village,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,5,5,64,2019
403122,574,Brooklyn Heights,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County,6,6,69,2019
270953,732,Turtle Bay,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County,6,6,64,2019
343221,166,Bedford Park,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Bronx County,4,4,64,2019
270891,270,Morningside Heights,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County,4,4,69,2019
193974,218,Coney Island,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,4,4,66,2019
403220,758,Prospect Heights,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,4,4,64,2019
270829,107,East Village,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County,6,6,69,2019
6719,236,Rego Park,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,6,6,66,2019
343211,244,Parkchester,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Bronx County,5,5,66,2019
270964,557,West Village,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County,6,6,64,2019
195576,247,Inwood,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County,5,5,69,2019
273766,278,Fort Greene,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,6,6,66,2019
216392,1574,Torresdale,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,6,6,46,2019
215792,357,Somerton,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,7,7,52,2019
272494,2351,Spring Garden,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,5,5,53,2019
210059,1738,East Falls,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,7,7,53,2019
753719,4751,Old Kensington,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,4,4,55,2019
271178,780,Fishtown,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,7,7,55,2019
753817,1636,Passyunk Square,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,5,5,54,2019
273683,1885,Fairmount,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,4,4,55,2019
753716,2399,Pennsport,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,3,3,53,2019
275065,854,Point Breeze,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,6,6,49,2019
260641,3259,Bella Vista,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,4,4,50,2019
223246,4104,Society Hill,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,5,5,49,2019
753815,1132,Washington Square,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,4,4,46,2019
213529,1136,Mount Airy West,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,5,5,50,2019
273240,12575,Chinatown,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,4,4,46,2019
753798,3082,East Kensington,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,4,4,45,2019
753814,7473,Callow Hill,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,5,5,44,2019
147615,3681,Francisville,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,3,3,55,2019
214976,434,Richmond,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,4,4,55,2019
264505,6264,Hawthorne,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,5,5,54,2019
753810,1232,Graduate Hospital,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,5,5,55,2019
753838,2763,Northern Liberties,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,4,4,53,2019
753808,583,Rittenhouse,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,4,4,49,2019
212919,3875,Manayunk,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,4,4,50,2019
753807,1308,Logan Square,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,5,5,49,2019
753809,7573,Fitler Square,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,5,5,49,2019
623394,2651,Old City,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,6,6,51,2019
275001,2533,Queen Village,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,4,6,46,2019
215211,992,Roxborough,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,7,7,51,2019
9632,363,Mount Lebanon,Neighborhood,PA,PA,Pittsburgh,Pittsburgh,Allegheny County,6,6,59,2019
213615,1984,Mount Washington,Neighborhood,PA,PA,Pittsburgh,Pittsburgh,Allegheny County,6,6,61,2019
208472,1960,Bloomfield,Neighborhood,PA,PA,Pittsburgh,Pittsburgh,Allegheny County,6,6,60,2019
271161,5414,Central Business District,Neighborhood,PA,PA,Pittsburgh,Pittsburgh,Allegheny County,5,5,57,2019
271217,3167,Southside Flats,Neighborhood,PA,PA,Pittsburgh,Pittsburgh,Allegheny County,6,6,59,2019
271192,7752,Lower Lawrenceville,Neighborhood,PA,PA,Pittsburgh,Pittsburgh,Allegheny County,5,5,59,2019
271218,3986,Southside Slopes,Neighborhood,PA,PA,Pittsburgh,Pittsburgh,Allegheny County,6,6,59,2019
214069,1963,Oakland,Neighborhood,PA,PA,Pittsburgh,Pittsburgh,Allegheny County,6,6,60,2019
274732,1771,North Oakland,Neighborhood,PA,PA,Pittsburgh,Pittsburgh,Allegheny County,7,7,60,2019
216117,12768,Strip District,Neighborhood,PA,PA,Pittsburgh,Pittsburgh,Allegheny County,6,6,61,2019
271220,904,Squirrel Hill South,Neighborhood,PA,PA,Pittsburgh,Pittsburgh,Allegheny County,4,7,60,2019
54374,1106,Shadyside,Neighborhood,PA,PA,Pittsburgh,Pittsburgh,Allegheny County,6,7,57,2019
268491,565,South of Market,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,4,5,115,2019
268414,1046,Potrero Hill,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,5,5,117,2019
268338,1055,Noe Valley,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,5,5,117,2019
207518,3403,South Beach,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,6,6,119,2019
268450,1078,Russian Hill,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,6,6,119,2019
268220,1124,Inner Sunset,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,5,5,119,2019
273404,1158,Crocker Amazon,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,6,6,118,2019
417501,2951,Lower Pacific Heights,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,6,6,120,2019
268384,182,Outer Sunset,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,4,4,118,2019
268396,537,Parkside,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,7,7,122,2019
274422,1340,Marina,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,6,6,119,2019
268110,6590,Diamond Heights,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,7,7,119,2019
274552,262,Mission,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,4,4,120,2019
268114,6493,Downtown,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,8,4,121,2019
118904,1013,Western Addition,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,5,5,115,2019
268337,983,Nob Hill,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,4,6,115,2019
268150,622,Excelsior,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,7,7,114,2019
417518,4055,Duboce Triangle,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,6,6,114,2019
268206,4223,Hayes Valley,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,5,7,113,2019
268385,630,Pacific Heights,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,6,6,115,2019
275789,4274,Upper Market,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,5,5,115,2019
417493,650,Tenderloin,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,5,5,115,2019
268020,852,Bernal Heights,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,6,6,117,2019
268156,5937,Financial District,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,6,6,119,2019
268218,5007,Hunters Point,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,5,5,119,2019
268177,5090,Glen Park,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,6,6,119,2019
417523,5184,Alamo Square,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,6,6,118,2019
268305,2692,Mission Bay,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,4,4,120,2019
417507,2657,Ingleside Heights,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,5,5,118,2019
268517,5469,Telegraph Hill,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,4,6,122,2019
415247,2359,Sunnyside,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,7,7,119,2019
268383,401,Outer Richmond,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,5,5,119,2019
417527,1606,Silver Terrace,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,6,6,120,2019
268219,481,Inner Richmond,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,7,7,115,2019
417522,2416,Panhandle,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,6,6,117,2019
417492,8424,North Waterfront,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,5,5,119,2019
116918,1729,North Beach,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,7,7,119,2019
417524,2459,Buena Vista,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,7,7,119,2019
118310,1583,Parkmerced,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,6,6,115,2019
344008,2041,West Woodland,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,5,5,72,2019
271957,2064,Olympic Hills,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,4,6,74,2019
344022,2624,Gatewood,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,6,6,75,2019
271856,2178,East Queen Anne,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,5,5,75,2019
56654,4263,Seaview,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,4,4,73,2019
251170,2185,Loyal Heights,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,7,7,75,2019
271987,2226,South Lake Union,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,4,4,74,2019
344018,8383,Waterfront,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,6,6,77,2019
271901,4130,Leschi,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,7,7,77,2019
344012,4276,Madison Valley,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,7,7,78,2019
343996,4453,View Ridge,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,6,6,80,2019
271961,1686,Phinney Ridge,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,7,7,80,2019
344001,2239,Wedgwood,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,7,7,81,2019
250017,1688,Adams,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,6,6,80,2019
272022,4627,Westlake,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,6,6,72,2019
252248,821,Wallingford,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,6,6,74,2019
344032,4723,North Delridge,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,4,4,75,2019
271963,13557,Pioneer Square,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,7,7,75,2019
271893,5657,International District,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,7,7,73,2019
344015,5073,Judkins Park,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,6,6,75,2019
271857,5118,Eastlake,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,7,7,74,2019
271814,1898,Bitter Lake,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,4,4,77,2019
250788,815,Greenwood,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,6,6,77,2019
343995,5323,Denny Triangle,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,6,6,78,2019
271990,792,Magnolia,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,7,7,80,2019
250801,1968,Haller Lake,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,4,4,80,2019
344020,2605,Genesee,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,6,6,74,2019
343993,3117,Pinehurst,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,7,7,75,2019
343999,2341,North College Park,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,7,7,75,2019
271921,1370,Minor,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,7,7,73,2019
272001,482,University District,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,7,7,75,2019
344000,1354,Maple Leaf,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,6,6,74,2019
271942,1520,North Queen Anne,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,6,6,77,2019
250206,339,Capitol Hill,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,4,4,77,2019
251709,1278,Ravenna,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,7,7,78,2019
250478,2797,Dunlap,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,6,6,80,2019
271869,1270,First Hill,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,4,4,80,2019
271932,1187,North Beacon Hill,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,4,6,81,2019
272018,2470,West Queen Anne,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,7,7,80,2019
343997,3055,Alki,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,8,8,75,2019
271849,2329,Downtown,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,7,5,74,2019
251186,7822,Madison Park,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,6,6,77,2019
250780,1775,Green Lake,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,4,7,77,2019
344019,1166,Admiral,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,7,7,78,2019
271906,3204,Lower Queen Anne,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,4,4,80,2019
252056,3523,Sunset Hill,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,5,6,80,2019
272005,3478,Victory Heights,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,7,7,74,2019
271808,1563,Belltown,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,4,4,75,2019
271831,3323,Cedar Park,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,7,7,75,2019
344021,3342,Fairmount Park,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,7,7,73,2019
250692,1137,Fremont,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,7,7,75,2019
344010,3328,Uptown,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,6,6,74,2019
121759,9324,McLean Gardens,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,7,7,70,2019
121800,6215,Truxton Circle,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,6,6,71,2019
403488,10873,Penn Quarter,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,7,7,71,2019
121680,6595,Brightwood Park,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,4,4,74,2019
403484,8575,Stronghold,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,6,6,74,2019
121797,5784,The Palisades,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,5,5,72,2019
121740,8516,Judiciary Square,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,7,7,74,2019
403483,11453,Pleasant Hill,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,6,6,75,2019
268815,7424,Kalorama,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,5,5,75,2019
121727,6024,Garfield Heights,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,6,6,73,2019
121692,12518,Chinatown,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,6,6,70,2019
268832,6132,Wakefield,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,7,7,72,2019
121713,9511,Fairfax Village,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,5,8,73,2019
121754,777,Logan Circle,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,6,6,72,2019
121808,5016,West End,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,5,5,74,2019
121755,1932,Manor Park,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,6,6,75,2019
275465,1930,Southwest Waterfront,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,4,4,75,2019
403487,1754,Near Northeast,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,7,7,73,2019
121693,1631,Cleveland Park,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,8,8,70,2019
272818,1625,American University Park,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,8,8,64,2019
121745,1608,Kingman Park,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,6,6,69,2019
121685,403,Capitol Hill,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,6,6,66,2019
121763,2099,Mount Vernon Square,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,5,5,64,2019
121785,1317,Shaw,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,4,4,69,2019
121762,1175,Mount Pleasant,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,6,6,66,2019
121716,1174,Foggy Bottom,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,8,8,69,2019
121689,1135,Chevy Chase,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,9,9,69,2019
121704,1067,Dupont Circle,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,7,7,78,2019
121774,607,Petworth,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,6,6,77,2019
403481,907,Sixteenth Street Heights,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,6,6,75,2019
121806,740,Washington Highlands,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,5,5,76,2019
121729,1299,Georgetown,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,6,6,79,2019
121731,2216,Glover Park,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,7,7,77,2019
121681,2235,Brookland,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,7,7,74,2019
121668,764,Adams Morgan,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,7,7,73,2019
403490,4893,NoMa,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,8,8,72,2019
275794,4565,U Street Corridor,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,4,4,74,2019
273489,4525,Downtown,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,6,6,75,2019
121687,4451,Cathedral Heights,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,7,7,75,2019
121807,4244,Wesley Heights,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,8,8,73,2019
121709,4081,Eckington,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,7,7,70,2019
121815,3811,Woodley Park,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,8,8,64,2019
403486,3755,Barney Circle,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,7,7,69,2019
403116,3753,Navy Yard,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,7,7,66,2019
121771,3701,Park View,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,7,7,66,2019
121710,3347,Edgewood,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,6,6,69,2019
121677,3337,Bloomingdale,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,6,6,69,2019
121717,3253,Forest Hills,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,6,6,78,2019
121799,2873,Trinidad,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,7,7,77,2019
121756,2830,Marshall Heights,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,7,7,75,2019
121698,2721,Congress Heights,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,8,8,76,2019
121697,343,Columbia Heights,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,7,7,79,2019
403507,5429,Carver,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,6,6,77,2019
121777,2412,Randle Highlands,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,5,5,72,2019
269750,16259,Leather District,Neighborhood,MA,MA,Boston,Boston-Cambridge-Newton,Suffolk County,7,6,80,2020
15856,938,Mission Hill,Neighborhood,MA,MA,Boston,Boston-Cambridge-Newton,Suffolk County,4,6,78,2020
46015,890,Kenmore,Neighborhood,MA,MA,Boston,Boston-Cambridge-Newton,Suffolk County,6,6,79,2020
154399,222,East Boston,Neighborhood,MA,MA,Boston,Boston-Cambridge-Newton,Suffolk County,5,4,82,2020
154235,769,Charlestown,Neighborhood,MA,MA,Boston,Boston-Cambridge-Newton,Suffolk County,6,6,81,2020
